product_id,product_type,product_name,product_sku,category_ids,category_names,modifier_ids,okya_modifier_ids,modifier_names,add_on_ids,add_on_names,components
100027,ADD-ON,Go Large Pineapple Juice,MC6081110003477,,,,,,"250,2504,36,39","Drinks : Breakfast (DB), Drinks : JKM (DJKM), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM)","large cup, pineapple juice"
103523,ADD-ON,Creamy Ranch,MC6081110003397,,,,,,2843,Flavor : Gamejoy Combo Sandwich (GCS),creamy ranch sauce
104131,ADD-ON,None,,,,,,,"2508,2690,2711,2712","Add-on Sides (AOS), Choice of Burger Steak or Pepper Cream Fillet20260615140817, Choice of Meal20260615140841, Choice of Yum20260615140920",
104150,ADD-ON,With Bacon,MAIN:AA608011050098,,,,,,2838,Bacon Preference (BPA),bacon
104153,ADD-ON,With Bacon,MAIN:AA608011000481,,,,,,2841,Bacon Preference (BPDA),bacon
104154,ADD-ON,Without Bacon,MAIN:AA6081110003304,,,,,,2838,Bacon Preference (BPA),
104158,ADD-ON,Iced Vanilla Regular,MAIN:AA6081110004079,,,,,,2780,Choice of Iced Vanilla Size (CIVs),"coffee, regular cup, vanilla mix"
104159,ADD-ON,Iced Caramel Regular,MAIN:AA6081110004082,,,,,,"2779,2811","Choice of Iced Caramel Size  (CICs), Choice of Iced Caramel Size (CICs)20260519144255","caramel flavor, coffee, regular cup, vanilla mix"
104160,ADD-ON,Iced Mocha Regular,MAIN:AA6081110003856,,,,,,2776,Choice of Iced Mocha Size (CIMs),"coffee, fresh milk, mocha powder, regular cup"
104152,ADD-ON,With Bacon,1-MAIN:AC608110002930_1- MC608011000481,,,,,,2840,Bacon Preference (BPDAD),bacon
104155,ADD-ON,Without Bacon,1-MAIN:AC6081110003066_1-MC6081110003184,,,,,,2839,Bacon Preference (BPDAFD),
104156,ADD-ON,Without Bacon,1-MAIN:AC6081110003064_1-MC6081110003183,,,,,,2781,Bacon Preference (BPAFD),
100028,ADD-ON,3 Go Large Iced Tea,3-MC6081110003476,,,,,,2498,Drinks: (FM/FVM - 3),"iced tea, large cup"
104151,ADD-ON,With Bacon,1-MAIN:AC608011000483_1-MC608011000481,,,,,,2839,Bacon Preference (BPDAFD),bacon
104161,ADD-ON,Iced Latte Regular,MAIN:AA6081110003760,,,,,,2775,Choice of Iced Latte Size (CILs),"coffee, fresh milk, latte powder, regular cup"
104162,ADD-ON,Orange Juice Regular,MAIN:AA6081110003952,,,,,,2774,Choice of Orange Juice Size (COJs),"orange juice, regular cup"
104163,ADD-ON,Pineapple Juice Regular,MAIN:AA608011000091,,,,,,2773,Choice of Pineapple Juice Size (COPs),"pineapple juice, regular cup"
104166,ADD-ON,Large Fries,1-MAIN:AA6081110004184_1-MC608011000065_1-MC608011000074,,,,,,2787,SCF: Fries and Sundae (SCFS),large fries pouch
104167,ADD-ON,Medium Fries,1-MAIN:AA6081110004183_1-MC608011041091_1-MC608011000074,,,,,,2787,SCF: Fries and Sundae (SCFS),medium fries pouch
104170,ADD-ON,Regular Fries,1-MAIN:AA6081110004186_1-MC608011000063_1-MC608011000848,,,,,,2797,SCF : Fries and Coke Float (SFCF),regular fries pouch
104188,ADD-ON,Pepper Cream,1-MAIN:AC6081110003242_1-MC6081110003511,,,,,,2790,Choice of Fillet Sauce (COFSFD),pepper cream sauce
104189,ADD-ON,"Tomato 'n Cheese",1-MAIN:AC6081110003244_1-MC6081110003512,,,,,,2790,Choice of Fillet Sauce (COFSFD),tomato and cheese sauce
104190,ADD-ON,Pepper Cream,MAIN:AA6081110004012,,,,,,"2783,2827","Choice of Fillet Sauce (COFS), Fillet Size (FS)",pepper cream sauce
104191,ADD-ON,"Tomato 'n Cheese",MAIN:AA6081110004013,,,,,,"2783,2827","Choice of Fillet Sauce (COFS), Fillet Size (FS)",tomato and cheese sauce
104198,ADD-ON,Original,1-MAIN:AC608011000168_1-MC608011000017,,,,,,2777,Flavor: Chicken (FC2D),original chickenjoy (variant)
104199,ADD-ON,Spicy,1-MAIN:AC6080110001696_1-MC608011000018,,,,,,2777,Flavor: Chicken (FC2D),spicy chickenjoy (variant)
104200,ADD-ON,Crispy Hot,1-MAIN:AC608011000847_1-MC608011041405,,,,,,2777,Flavor: Chicken (FC2D),crispy hot chickenjoy (variant)
104206,ADD-ON,1-pc. Burger Steak Supreme,MAIN:AA608011041272,,,,,,2805,Steak Supreme Size Solo (SSSS),"1x burger steak, burger steak patty, burger steak supreme fried egg, burger steak supreme fries, garlic bits, mushroom, steak sauce, steamed rice"
104207,ADD-ON,2-pc. Burger Steak Supreme,MAIN:AA6081110004201,,,,,,2805,Steak Supreme Size Solo (SSSS),"2x burger steak, burger steak patty, burger steak supreme fried egg, burger steak supreme fries, garlic bits, mushroom, steak sauce, steamed rice"
104214,ADD-ON,Original,1-MAIN:AC608011000803_1-MC608011000013,,,,,,2812,Flavor: Chicken (FCFD),original chickenjoy (variant)
104215,ADD-ON,Spicy,1-MAIN:AC608011000804_1-MC608011000014,,,,,,2812,Flavor: Chicken (FCFD),spicy chickenjoy (variant)
104216,ADD-ON,Crispy Hot,1-MAIN:AC608011000853_1-MC608011041391,,,,,,2812,Flavor: Chicken (FCFD),crispy hot chickenjoy (variant)
104217,ADD-ON,Crispy Hot,1-MAIN:AC608011000843_1-MC608011041391,,,,,,2813,Flavor: Chicken (FCD),crispy hot chickenjoy (variant)
104218,ADD-ON,Spicy,1-MAIN:AC6080110001658_1-MC608011000014,,,,,,2813,Flavor: Chicken (FCD),spicy chickenjoy (variant)
104221,ADD-ON,Original,1-MAIN:AC6081110003003_1-MC608011000013_1-MC608011000132,,,,,,2815,Flavor: Chicken (FCIT),original chickenjoy (variant)
104222,ADD-ON,Spicy,1-MAIN:AC6081110003004_1- MC608011000014_1- MC608011000132,,,,,,2815,Flavor: Chicken (FCIT),spicy chickenjoy (variant)
104223,ADD-ON,Crispy Hot,1-MAIN:AC6081110003005_1-MC608011041391_1- MC608011000132,,,,,,2815,Flavor: Chicken (FCIT),crispy hot chickenjoy (variant)
104224,ADD-ON,Original,1-MAIN:AC608011000176_1-MC608011000023,,,,,,2816,Flavor: Chicken (FCSD),original chickenjoy (variant)
104225,ADD-ON,Spicy,1-MAIN:AC608011000179_1-MC608011000026,,,,,,2816,Flavor: Chicken (FCSD),spicy chickenjoy (variant)
104226,ADD-ON,Crispy Hot,1-MAIN:AC608011000845_1-MC608011041394,,,,,,2816,Flavor: Chicken (FCSD),crispy hot chickenjoy (variant)
104227,ADD-ON,Original,MAIN:AA608011000023,,,,,,2817,Flavor: Chicken (FCSS),original chickenjoy (variant)
104228,ADD-ON,Spicy,MAIN:AA608011000026,,,,,,2817,Flavor: Chicken (FCSS),spicy chickenjoy (variant)
104229,ADD-ON,Crispy Hot,MAIN:AA608011041394,,,,,,2817,Flavor: Chicken (FCSS),crispy hot chickenjoy (variant)
104230,ADD-ON,Original,1-MAIN:AC6081110002947_1-MC6081110003000,,,,,,2818,Flavor: Chicken (FCBD),original chickenjoy (variant)
104231,ADD-ON,Spicy,1-MAIN:AC6081110002948_1-MC6081110003001,,,,,,2818,Flavor: Chicken (FCBD),spicy chickenjoy (variant)
104232,ADD-ON,Crispy Hot,1-MAIN:AC6081110002949_1-MC6081110003002,,,,,,2818,Flavor: Chicken (FCBD),crispy hot chickenjoy (variant)
104233,ADD-ON,Original,MAIN:AA6081110003036,,,,,,2819,Flavor: Chicken (FCBS),original chickenjoy (variant)
104234,ADD-ON,Spicy,MAIN:AA6081110003037,,,,,,2819,Flavor: Chicken (FCBS),spicy chickenjoy (variant)
104235,ADD-ON,Crispy Hot,MAIN:AA6081110003038,,,,,,2819,Flavor: Chicken (FCBS),crispy hot chickenjoy (variant)
104236,ADD-ON,Original,1-MAIN:AC608011000177_1-MC608011000024,,,,,,2820,Flavor: Chicken (FCPD),original chickenjoy (variant)
104237,ADD-ON,Spicy,1-MAIN:AC608011000180_1-MC608011000027,,,,,,2820,Flavor: Chicken (FCPD),spicy chickenjoy (variant)
104238,ADD-ON,Crispy Hot,1-MAIN:AC608011000846_1-MC608011041395,,,,,,2820,Flavor: Chicken (FCPD),crispy hot chickenjoy (variant)
104239,ADD-ON,Original,MAIN:AA608011000024,,,,,,2821,Flavor: Chicken (FCPS),original chickenjoy (variant)
104240,ADD-ON,Spicy,MAIN:AA608011000027,,,,,,2821,Flavor: Chicken (FCPS),spicy chickenjoy (variant)
104241,ADD-ON,Crispy Hot,MAIN:AA608011041395,,,,,,2821,Flavor: Chicken (FCPS),crispy hot chickenjoy (variant)
104250,ADD-ON,Chili Cheese,MAIN:AA6081110004033,,,,,,2566,Flavor : Chicken Sandwich  (FCS),chili cheese sauce
104251,ADD-ON,1-pc. Burger Steak,MAIN:AA608011000040,,,,,,2825,Steak Size (SSS),"1x burger steak, burger steak patty, mushroom, steak sauce, steamed rice"
104252,ADD-ON,2-pc. Burger Steak,MAIN:AA608011000041,,,,,,2825,Steak Size (SSS),"2x burger steak, burger steak patty, mushroom, steak sauce, steamed rice"
104243,ADD-ON,Golden BBQ,1-MAIN:AC6081110003259_1-MC6081110003519,,,,,,2822,Flavor : Chicken Sandwich (FCSFD),golden bbq sauce
104171,ADD-ON,Medium Fries,1-MAIN:AA6081110004187_1-MC608011041091_1-MC608011000848,,,,,,2797,SCF : Fries and Coke Float (SFCF),medium fries pouch
104172,ADD-ON,Large Fries,1-MAIN:AA6081110004188_1-MC608011000065_1-MC608011000848,,,,,,2797,SCF : Fries and Coke Float (SFCF),large fries pouch
104187,ADD-ON,2- pc. Burger Steak,1-MAIN:AC608011000194_1-MC608011000041,,,,,,2785,Steak Size (SSD),"2x burger steak, burger steak patty, mushroom, steak sauce, steamed rice"
104219,ADD-ON,Half Crispy Hot,1-MAIN:AC608011000168_1-MC608011000017_1-MC608011041404,,,,,,2777,Flavor: Chicken (FC2D),half crispy hot chickenjoy (variant)
104202,ADD-ON,Half Crispy Hot,1-MAIN:AA608011000017_1-MC608011041404,,,,,,2814,Flavor: Chicken (FC2),half crispy hot chickenjoy (variant)
104201,ADD-ON,Half Spicy,1-MAIN:AA608011000017_1-MC608011000315,,,,,,2814,Flavor: Chicken (FC2),half spicy chickenjoy (variant)
104253,ADD-ON,Pepper Cream,1-MAIN:AC6081110003286_1-MC6081110003550,,,,,,2828,Choice of Fillet Sauce (2COFSD),pepper cream sauce
104254,ADD-ON,"Tomato 'n Cheese",1-MAIN:AC6081110003287_1-MC6081110003551,,,,,,2828,Choice of Fillet Sauce (2COFSD),tomato and cheese sauce
104256,ADD-ON,Pepper Cream,MAIN:AA6081110004089,,,,,,2829,Choice of Fillet Sauce (2COFS),pepper cream sauce
104257,ADD-ON,"Tomato 'n Cheese",MAIN:AA6081110004090,,,,,,2829,Choice of Fillet Sauce (2COFS),tomato and cheese sauce
104259,ADD-ON,Original,1-MAIN:AC6081110003311_1-MC608011000013_1-MC608011041289_1-MC608011000001,,,,,,2830,Flavor : Super Meal (CHY),original chickenjoy (variant)
104260,ADD-ON,Spicy,1-MAIN:AC6081110003312_1-MC608011000014_1-MC608011041289_1-MC608011000001,,,,,,2830,Flavor : Super Meal (CHY),spicy chickenjoy (variant)
104261,ADD-ON,Crispy Hot,1-MAIN:AC6081110003313_1-MC608011041391_1-MC608011041289_1-MC608011000001,,,,,,2830,Flavor : Super Meal (CHY),crispy hot chickenjoy (variant)
104262,ADD-ON,Original,1-MAIN:AC6081110003184_1-MC608011000013_1-MC608011041289,,,,,,2831,Flavor : Super Meal (CHF),original chickenjoy (variant)
104263,ADD-ON,Spicy,1-MAIN:AC6081110003183_1-MC608011000014_1-MC608011041289,,,,,,2831,Flavor : Super Meal (CHF),spicy chickenjoy (variant)
104264,ADD-ON,Crispy Hot,1-MAIN:AC6081110003182_1-MC608011041391_1-MC608011041289,,,,,,2831,Flavor : Super Meal (CHF),crispy hot chickenjoy (variant)
104265,ADD-ON,Original,1-MAIN:AC6081110002950_1-MC6081110003000_1-MC608011041289,,,,,,2832,Flavor : Super Meal (CHB),original chickenjoy (variant)
104266,ADD-ON,Spicy,1-MAIN:AC6081110002951_1-MC6081110003001_1-MC608011041289,,,,,,2832,Flavor : Super Meal (CHB),spicy chickenjoy (variant)
104267,ADD-ON,Crispy Hot,1-MAIN:AC6081110002952_1-MC6081110003002_1-MC608011041289,,,,,,2832,Flavor : Super Meal (CHB),crispy hot chickenjoy (variant)
104270,ADD-ON,Original,1-MAIN:AC608011000714_1-MC608011041243,,,,,,2833,Flavor : BF Chicken (FBCD),original chickenjoy (variant)
104271,ADD-ON,Spicy,1-MAIN:AC608011000715_1-MC608011041244,,,,,,2833,Flavor : BF Chicken (FBCD),spicy chickenjoy (variant)
104272,ADD-ON,Crispy Hot,1-MAIN:AC608011000850_1-MC608011041399,,,,,,2833,Flavor : BF Chicken (FBCD),crispy hot chickenjoy (variant)
104273,ADD-ON,Original,MAIN:AA608011041243,,,,,,2834,Flavor : BF Chicken (FBC),original chickenjoy (variant)
104274,ADD-ON,Spicy,MAIN:AA608011041244,,,,,,2834,Flavor : BF Chicken (FBC),spicy chickenjoy (variant)
104275,ADD-ON,Crispy Hot,MAIN:AA608011041399,,,,,,2834,Flavor : BF Chicken (FBC),crispy hot chickenjoy (variant)
104283,ADD-ON,Without Bacon,MAIN:AA6081110003305,,,,,,2841,Bacon Preference (BPDA),
104280,ADD-ON,With Bacon,1-MAIN:AC608110002928_1- MC6081110002908,,,,,,2837,Bacon Preference (BPAD),bacon
104284,ADD-ON,With Bacon,1-MAIN:AC608110002929_1-MC6081110002908,,,,,,2781,Bacon Preference (BPAFD),bacon
104281,ADD-ON,Without Bacon,1-MAIN:AC6081110003063_1-MC6081110003183,,,,,,2837,Bacon Preference (BPAD),
104282,ADD-ON,Without Bacon,1-MAIN:AC6081110003065_1-MC6081110003184,,,,,,2840,Bacon Preference (BPDAD),
104291,ADD-ON,3 Go Medium Jolly Crispy Fries,3-MC608011000134,,,,,,2845,Choice of Fries (COF-YFS),medium fries pouch
104292,ADD-ON,3 Go Large Jolly Crispy Fries,3-MC608011000499,,,,,,2845,Choice of Fries (COF-YFS),large fries pouch
104279,ADD-ON,Half Spicy,1-MAIN:AC608011000168_1-MC608011000017_1-MC608011000315,,,,,,2777,Flavor: Chicken (FC2D),half spicy chickenjoy (variant)
103367,ADD-ON,Chocolate Sundae,MAIN:AA608011000074,,,,,,84,Add-on Desserts (AODS),"fudge, soft serve"
104242,ADD-ON,Creamy Ranch,1-MAIN:AC6081110003208_1-MC6081110003397,,,,,,2822,Flavor : Chicken Sandwich (FCSFD),creamy ranch sauce
100115,ADD-ON,Medium Jolly Crispy Fries,MAIN:AA608011000064,,,,,,"2508,2585,2586,2684,2792","Add-on Sides (AOS), Add-on Sides: Chickenjoy w/ Chicken Macaroni Soup (AOSCJOY2)20260615140659, Add-on Sides: Chickenjoy w/ Mashed Potato (AOSCJOY1)20260615140705, Add-on Sides: Grab Promo (AOSGP)20260615140713, Choice of Fries (COFF)",medium fries pouch
100095,ADD-ON,Pineapple Juice Large,MAIN:AA6081110003944,,,,,,2773,Choice of Pineapple Juice Size (COPs),"large cup, pineapple juice"
103094,ADD-ON,3 Go Medium Iced Tea,3-MC608011000097,,,,,,"2498,38,61,82","Drinks: (FM/FVM - 3), Drinks Option  - JEDI20260615141004, Drinks Option KM/BM - Jedi (to be deleted)20260506132718, Grilled Pork Drinks (deactivated)20260506133336","iced tea, medium cup"
102137,ADD-ON,Go Large Pepsi Black,MC6081110003321,,,,,,"2062,246,247,248,249,250,36,38,39,50,82","Choice of Drink Version 220260615140829, Choice of Drink with Milk Tea20260615140833, Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks Option  - JEDI20260615141004, Drinks: (VM/SVM), Family VM/Family Meals20260615141018, Free Upgrade to Iced Coffee (deactivated)20260615141030, Free Upgrade to Milk Tea with Pearls 120260615141034, Free Upgrade to Milk Tea with Pearls 220260615141039, Grilled Pork Drinks (deactivated)20260506133336","large cup, pepsi black"
104294,ADD-ON,3 Iced Tea Regular,3-MC608011000090,,,,,,2498,Drinks: (FM/FVM - 3),"iced tea, regular cup"
100054,ADD-ON,4 Go Large Iced Tea,4-MC6081110003476,,,,,,"2879,38","Drinks: (FM/FVM - 4), Grilled Pork Drinks (deactivated)20260506133336","iced tea, large cup"
104295,ADD-ON,4 Iced Tea Regular,4-MC608011000090,,,,,,2879,Drinks: (FM/FVM - 4),"iced tea, regular cup"
104296,ADD-ON,3 Coke Regular,3-MC608011000085,,,,,,2498,Drinks: (FM/FVM - 3),"coke, regular cup"
104297,ADD-ON,4 Coke Regular,4-MC608011000085,,,,,,2879,Drinks: (FM/FVM - 4),"coke, regular cup"
104298,ADD-ON,4 Go Medium Coke,4-MC6081110003453,,,,,,2879,Drinks: (FM/FVM - 4),"coke, medium cup"
102143,ADD-ON,3 Go Large Mountain Dew,3-MC6081110003324,,,,,,"2062,246,247,248,249,2498,38,50,82","Choice of Drink Version 220260615140829, Choice of Drink with Milk Tea20260615140833, Drinks: (FM/FVM - 3), Drinks Option  - JEDI20260615141004, Family VM/Family Meals20260615141018, Free Upgrade to Iced Coffee (deactivated)20260615141030, Free Upgrade to Milk Tea with Pearls 120260615141034, Free Upgrade to Milk Tea with Pearls 220260615141039, Grilled Pork Drinks (deactivated)20260506133336","large cup, mountain dew"
103112,ADD-ON,3 Go Iced Mocha Float,3-MC6081110003421,,,,,,2498,Drinks: (FM/FVM - 3),"coffee, fresh milk, mocha powder, soft serve"
104299,ADD-ON,"Jollibee's Dino Discovery",MC6081110003581,,,,,,41,Choose Your Toy (CYT),
104300,ADD-ON,"Hetty's Butterfly Choice",MC6081110003582,,,,,,41,Choose Your Toy (CYT),
104301,ADD-ON,"Popo's Speed Race",MC6081110003583,,,,,,41,Choose Your Toy (CYT),
104302,ADD-ON,"Twirlie's Deep Sea Quest",MC6081110003584,,,,,,41,Choose Your Toy (CYT),
104303,ADD-ON,"Yum's Space Exploration",MC6081110003585,,,,,,41,Choose Your Toy (CYT),
104305,ADD-ON,Peach Mango 3 Pies To-Go,1-MAIN:AA608011000073_3-MC608011000072,,,,,,2835,Size : Pies To-Go (PTG),
104310,ADD-ON,Test Add Ons,,417,Beverages,34438,1104310,Drinks: Nuggets JKM (DNJ),,,regular cup
100340,ADD-ON,Go Large Jolly Crispy Fries,MC608011000499,,,,,,52,Choice of Fries (COF),large fries pouch
100405,ADD-ON,Cheesy Yumburger,1-MAIN:AC6081110003320_1-MC608011000002_1-MC608011000072_1-MC6081110003587,,,,,,"256,2842","Choice of Burger (COB), Choice of Burger (GCOB)","burger and sandwich bun, sliced cheese, special burger dressing, yum patty"
100411,ADD-ON,Original,MAIN:AA608011000013,,,,,,"258,2786","Family Box Choice of Chicken20260615141013, Flavor: Chicken (FC)",original chickenjoy (variant)
103361,ADD-ON,Chicken Macaroni Soup.,MAIN:AA6081110004007,,,,,,"2586,2810","Add-on Sides: Chickenjoy  (AOSCJOY), Add-on Sides: Chickenjoy w/ Chicken Macaroni Soup (AOSCJOY2)20260615140659",chicken macaroni soup
103746,ADD-ON,Iced Caramel Large,MAIN:AA6081110004083,,,,,,"2061,2811","Choice of Iced Caramel Size  (CICs), Selection of VM Drinks with LARGE Fries20260615141115","caramel flavor, coffee, large cup, vanilla mix"
104055,ADD-ON,Special Cheesy Yumburger,1-MAIN:AC6081110003321_1-MC6081110003548_1-MC608011000072_1-MC6081110003587,,,,,,"2700,2710,2712,2842","Addon Sides (Choice of Yumburger)20260615140652, Choice of Burger (GCOB), Choice of Yum20260615140920, Choice of Yum for Spag20260615140923","all fries, burger and sandwich bun, diced onion, ketchup, pickle, sliced cheese, yum patty"
104249,ADD-ON,Golden BBQ,MAIN:AA6081110004032,,,,,,2566,Flavor : Chicken Sandwich  (FCS),golden bbq sauce
100003,ADD-ON,Go Large Coke,MC608011000092,,,,,,"250,2799,2802,2806,2807,36,39","Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM), JC_Test20260513140746, test120260511225406, Test20260513142405, Test update 123456 !@#$^20260511225401","coke, large cup"
100107,ADD-ON,Peach Mango 6 Pies To-Go,MAIN:AA6081110003472,,,,,,"2835,2882","Size : Pies To-Go (PTG), Test1234!@#$20260626153933","peach mango pie, regular peach mango pie"
100055,ADD-ON,4 Regular Sprite,4-MC608011000089,,,,,,"2879,2882,38","Drinks: (FM/FVM - 4), Grilled Pork Drinks (deactivated)20260506133336, Test1234!@#$20260626153933","regular cup, sprite"
100056,ADD-ON,4 Go Large Sprite,4-MC608011000096,,,,,,"2879,2882,38","Drinks: (FM/FVM - 4), Grilled Pork Drinks (deactivated)20260506133336, Test1234!@#$20260626153933","large cup, sprite"
100174,ADD-ON,Iced Tea Regular,MC608011000090,,,,,,"2062,246,247,248,249,250,2796,36,39","Choice of Drink Version 220260615140829, Choice of Drink with Milk Tea20260615140833, Drinks : Breakfast (DB), Drinks: Iced Tea (DIT), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM), Free Upgrade to Iced Coffee (deactivated)20260615141030, Free Upgrade to Milk Tea with Pearls 120260615141034, Free Upgrade to Milk Tea with Pearls 220260615141039","iced tea, regular cup"
100176,ADD-ON,Regular Pineapple,MC608011000091,,,,,,"2504,39","Drinks : JKM (DJKM), Drinks: Nuggets JKM (DNJ)","pineapple juice, regular cup"
100240,ADD-ON,Extra Lettuce & Tomato,MC6081110003430,,,,,,"204,2497,2577,2844","Add-On: Extras (EL), Extras: Burgers (EB), Extras: Chicken Sandwich (ECS), Extras: Gamejoy Combos (EGC)",extra lettuce and tomato
100268,ADD-ON,Royal Regular,MC6081110002965,,,,,,"2061,250,36,39","Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM), Selection of VM Drinks with LARGE Fries20260615141115","regular cup, royal"
100270,ADD-ON,4 FREE Go Large Royal,4-MC6081110002968,,,,,,2437,Double Large Drinks20260615140941,"large cup, royal"
102122,ADD-ON,7UP Regular,MC6081110003316,,,,,,"250,36,39,82","Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks Option  - JEDI20260615141004, Drinks: (VM/SVM)","7up, regular cup"
100052,ADD-ON,4 Go Large Pineapple,4-MC6081110003477,,,,,,"2879,38","Drinks: (FM/FVM - 4), Grilled Pork Drinks (deactivated)20260506133336","large cup, pineapple juice"
100065,ADD-ON,4 Go Large Coke Zero,4-MC608011000094,,,,,,"2062,246,247,248,249,2879","Choice of Drink Version 220260615140829, Choice of Drink with Milk Tea20260615140833, Drinks: (FM/FVM - 4), Free Upgrade to Iced Coffee (deactivated)20260615141030, Free Upgrade to Milk Tea with Pearls 120260615141034, Free Upgrade to Milk Tea with Pearls 220260615141039","coke zero, large cup"
101835,ADD-ON,Champ Jr,MC6081110003311,,,,,,256,Choice of Burger (COB),"champ patty, champ sesame bun, lettuce, sliced cheese, tomato"
100066,ADD-ON,3 Go Large Orange Juice,3-MC6081110003486,,,,,,"2062,246,247,248,249,2498","Choice of Drink Version 220260615140829, Choice of Drink with Milk Tea20260615140833, Drinks: (FM/FVM - 3), Free Upgrade to Iced Coffee (deactivated)20260615141030, Free Upgrade to Milk Tea with Pearls 120260615141034, Free Upgrade to Milk Tea with Pearls 220260615141039","large cup, orange juice"
100067,ADD-ON,4 Go Iced Mocha Regular,4-MC6081110003417,,,,,,"2062,246,247,248,249,2879","Choice of Drink Version 220260615140829, Choice of Drink with Milk Tea20260615140833, Drinks: (FM/FVM - 4), Free Upgrade to Iced Coffee (deactivated)20260615141030, Free Upgrade to Milk Tea with Pearls 120260615141034, Free Upgrade to Milk Tea with Pearls 220260615141039","coffee, fresh milk, mocha powder, regular cup"
103362,ADD-ON,Mashed Potato,MAIN:AA6081110004008,,,,,,"2585,2810","Add-on Sides: Chickenjoy  (AOSCJOY), Add-on Sides: Chickenjoy w/ Mashed Potato (AOSCJOY1)20260615140705","chickenjoy gravy, mashed potato"
100140,ADD-ON,3 Go Iced Mocha Large,3-MC6081110003419,,,,,,"2498,50","Drinks: (FM/FVM - 3), Family VM/Family Meals20260615141018","coffee, fresh milk, large cup, mocha powder"
100144,ADD-ON,4 Go Medium Royal,4-MC6081110003456,,,,,,"2879,50","Drinks: (FM/FVM - 4), Family VM/Family Meals20260615141018","medium cup, royal"
100145,ADD-ON,4 Go Large Orange Juice,4-MC6081110003486,,,,,,"2879,50","Drinks: (FM/FVM - 4), Family VM/Family Meals20260615141018","large cup, orange juice"
100194,ADD-ON,Iced Mocha Large,MAIN:AA6081110003857,,,,,,"2716,2776","Choice of Iced Coffee20260506132739, Choice of Iced Mocha Size (CIMs)","coffee, fresh milk, large cup, mocha powder"
100025,ADD-ON,Coke Regular,MC608011000085,,,,,,"250,2766,2767,36,39","Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM), jc_tEST_gROUP20260422103942, JC_Test_Group_Update20260422104715","coke, regular cup"
100180,ADD-ON,BBQ Ketchup Dip,MC6081110003406,,,,,,"2338,2881","Choice of Dip (COD), Choice of Dip (COD-10)",bbq ketchup dip
100181,ADD-ON,Sriracha Mayo Dip,MC6081110003407,,,,,,"2338,2881","Choice of Dip (COD), Choice of Dip (COD-10)",sriracha mayo dip
100184,ADD-ON,Ranch Dip,MC6081110003408,,,,,,"2338,2881","Choice of Dip (COD), Choice of Dip (COD-10)",ranch dip
100005,ADD-ON,Go Large Sprite,MC608011000096,,,,,,"250,36,39","Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM)","regular cup, sprite"
100271,ADD-ON,4 Regular Royal,4-MC6081110002965,,,,,,2879,Drinks: (FM/FVM - 4),"regular cup, royal"
100208,ADD-ON,4 FREE Go Large Coke Zero,4-MC6081110003029,,,,,,2437,Double Large Drinks20260615140941,"coke zero, large cup"
100211,ADD-ON,Regular Jolly Crispy Fries,MC608011000063,,,,,,"122,2794","Choice of Fries - Addon20260615140837, Choice of Sides (COS)",regular fries pouch
100007,ADD-ON,Go Large Iced Tea,MC6081110003476,,,,,,"250,2796,36,39","Drinks : Breakfast (DB), Drinks: Iced Tea (DIT), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM)","iced tea, large cup"
100210,ADD-ON,3 Peach Mango Pie,3-MC608011000072,,,,,,2630,FMS Choice of Sides (FCOS - 3),"peach mango pie, regular peach mango pie"
100009,ADD-ON,Hot Chocolate,MC608011000084,,,,,,"2765,36","Drinks : Breakfast (DB), JC_Test_Group_Update20260417203427",hot chocolate
100011,ADD-ON,Go Large Coke Zero,MC608011000094,,,,,,"250,36,39","Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM)","coke zero, large cup"
100202,ADD-ON,4 Go Medium Sprite,4-MC6081110003455,,,,,,2879,Drinks: (FM/FVM - 4),"medium cup, sprite"
100216,ADD-ON,4 Go Medium Pineapple Juice,4-MC608011000098,,,,,,"2061,2879","Drinks: (FM/FVM - 4), Selection of VM Drinks with LARGE Fries20260615141115","medium cup, pineapple juice"
100272,ADD-ON,Go Large Royal,MC6081110002966,,,,,,"250,36","Drinks : Breakfast (DB), Drinks: (VM/SVM)","large cup, royal"
100205,ADD-ON,4 Go Large Mountain Dew,4-MC6081110003324,,,,,,"2437,2879","Double Large Drinks20260615140941, Drinks: (FM/FVM - 4)","large cup, mountain dew"
100206,ADD-ON,4 Go Medium Mug,4-MC6081110003462,,,,,,"2437,2879","Double Large Drinks20260615140941, Drinks: (FM/FVM - 4)","medium cup, mug root beer"
100273,ADD-ON,3 Go Large Coke,3-MC608011000092,,,,,,2498,Drinks: (FM/FVM - 3),"coke, large cup"
